generation;avg-f1;avg-f2;avg-f3;sizepareto;time(ms);numberiterationfirstgenerationfixederror
267;4.2;6.52;59.83;12
268;4.18;6.45;60.0;12
269;4.26;6.7;59.83;12
270;4.26;6.8;60.01;11
271;3.94;6.52;58.64;14
272;4.11;6.46;60.09;11
273;4.08;6.72;60.41;12
274;4.18;6.45;59.8;11
275;4.18;6.27;60.01;11
276;4.14;6.48;60.31;13
277;4.27;6.68;60.42;12
278;4.2;6.99;60.42;13
279;3.96;6.99;60.53;13
280;4.11;7.19;60.62;12
281;4.11;6.76;60.56;12
282;4.28;6.43;60.2;11
283;4.05;6.43;60.17;12
284;3.99;7.02;60.46;12
285;4.21;6.37;60.14;13
286;4.39;6.33;59.94;12
287;4.18;7.04;60.13;13
288;4.28;6.74;59.88;11
289;4.19;6.46;60.2;12
290;4.11;6.68;60.07;11
291;4.27;6.61;59.51;12
292;4.34;6.67;60.39;11
293;4.13;6.08;59.79;11
294;4.25;6.28;59.93;12
295;4.23;6.17;59.75;11
296;4.29;6.18;59.76;11
297;4.18;6.49;60.07;12
298;4.06;6.87;59.74;12
299;4.41;6.43;60.02;12
300;4.17;6.42;60.21;13
301;4.08;6.51;60.04;12
302;4.1;5.96;59.09;10
303;4.19;6.77;60.66;15
304;4.26;6.25;60.01;13
305;4.42;6.11;59.72;11
306;4.31;6.63;59.91;11
307;4.47;6.38;59.7;11
308;4.04;7.11;60.1;14
309;4.26;6.78;60.2;12
310;4.53;6.67;60.08;14
311;4.13;6.72;59.77;11
312;4.35;6.52;60.13;11
313;4.12;6.22;59.56;11
314;4.31;6.33;59.93;13
315;4.26;6.72;60.07;14
316;4.31;6.9;60.24;12
317;4.09;6.37;60.39;10
318;4.18;6.13;60.1;12
319;4.27;7.01;60.25;12
320;4.52;6.55;59.99;11
321;4.29;6.84;60.14;12
322;4.33;6.48;59.81;13
323;4.38;6.55;60.49;13
324;4.12;6.91;60.3;12
325;4.35;6.72;59.37;13
326;4.31;6.91;60.64;12
327;4.19;6.51;59.93;12
328;4.26;6.79;60.42;13
329;4.38;6.82;60.31;12
330;4.37;6.42;60.2;12
331;4.09;6.84;59.89;14
332;4.32;6.5;59.12;10
333;4.22;6.63;59.95;11
334;4.52;6.61;59.83;12
335;4.29;6.57;59.91;12
336;4.33;6.52;59.55;13
337;4.08;6.7;60.33;13
338;4.41;6.54;59.95;13
339;4.45;6.98;59.9;12
340;4.2;6.21;59.49;10
341;4.39;6.42;59.92;10
342;4.31;6.54;60.15;12
343;4.4;6.6;60.14;14
344;4.3;6.57;59.81;14
345;4.44;6.3;59.74;13
346;4.25;6.34;59.33;12
347;4.36;6.49;60.1;11
348;4.25;6.43;59.37;11
349;4.51;6.32;59.89;11
350;4.27;6.54;59.84;11
351;4.33;6.2;59.87;11
352;4.42;6.35;59.21;10
353;4.35;6.93;60.28;13
354;4.4;6.52;58.71;13
355;4.49;6.56;60.34;12
356;4.33;6.76;59.64;12
357;4.39;6.8;59.97;13
358;4.38;6.59;60.18;12
359;4.22;6.56;59.84;11
360;4.22;6.63;60.3;12
361;4.44;6.18;59.4;10
362;4.32;6.8;59.89;13
363;4.33;6.32;59.96;11
364;4.53;6.27;59.84;13
365;4.48;6.61;59.8;12
366;4.51;6.32;59.72;13
367;4.24;6.48;59.93;10
368;4.33;6.41;59.88;13
369;4.45;6.21;59.53;13
370;4.39;6.6;59.89;13
371;4.21;6.29;59.87;12
372;4.36;6.37;59.95;11
373;4.61;6.69;59.99;13
374;4.32;6.28;59.7;11
375;4.37;6.41;59.56;12
376;4.41;6.45;59.76;11
377;4.22;6.52;59.99;12
378;4.5;6.31;59.85;13
379;4.29;6.02;59.97;10
380;4.23;6.67;60.31;12
381;4.27;6.82;60.24;13
382;4.04;7.09;60.73;12
383;3.94;6.99;60.41;11
384;3.99;7.18;60.09;14
385;4.1;6.84;60.28;10
386;4.19;6.89;60.1;11
387;3.97;7.08;60.36;11
388;4.11;6.82;60.28;12
389;4.3;7.08;60.38;12
390;4.13;7.4;60.58;12
391;4.28;6.92;60.41;12
392;4.28;6.64;60.32;12
393;4.06;6.62;60.31;12
394;4.16;6.69;60.07;11
395;3.91;6.58;60.52;12
396;4.04;6.68;60.22;11
397;4.16;6.91;60.89;14
398;3.99;6.31;60.28;13
399;4.04;6.62;60.26;12
400;3.89;6.23;59.82;15
401;3.95;6.6;60.06;10
402;4.03;6.74;60.19;13
403;4.03;7.18;60.61;11
404;4.09;6.57;60.08;11
405;3.91;6.54;60.41;13
406;3.93;6.59;60.03;12
407;4.16;6.61;60.09;12
408;3.94;6.47;60.14;11
409;4.06;6.49;60.11;12
410;4.16;6.8;60.07;12
411;3.94;6.44;59.96;10
412;4.07;6.33;59.93;12
413;3.81;6.9;60.65;11
414;3.92;6.95;59.8;14
415;3.97;6.47;59.78;11
416;3.94;6.93;60.65;13
417;4.07;6.76;60.1;10
418;4.04;6.79;60.61;14
419;4.2;6.31;59.51;12
420;4.3;6.67;60.08;12
421;4.35;7.08;60.38;14
422;4.03;6.54;59.59;12
423;4.16;6.81;60.44;14
424;4.29;6.99;60.54;14
425;4.14;6.74;60.19;12
426;4.26;6.35;59.84;14
427;4.39;6.74;59.9;11
428;4.35;6.49;60.18;13
429;4.34;6.31;60.09;12
430;4.32;6.77;59.58;12
431;4.37;6.59;60.08;11
432;4.27;6.98;60.1;13
433;4.36;6.74;59.92;13
434;4.21;6.29;59.74;12
435;4.22;6.86;60.54;14
436;4.27;6.07;59.71;11
437;4.03;6.76;60.15;11
438;4.2;6.68;60.4;12
439;4.09;6.11;59.41;12
440;4.24;6.29;59.22;11
441;4.2;6.66;59.42;12
442;4.22;6.78;60.21;11
443;4.27;6.32;60.13;11
444;4.29;6.68;60.49;13
445;4.26;6.64;60.27;11
446;4.2;6.71;60.18;12
447;4.07;6.67;60.19;12
448;4.29;6.13;59.88;12
449;4.15;6.54;60.13;11
450;4.2;6.48;60.41;15
451;4.09;6.18;59.29;10
452;4.05;6.53;59.64;13
453;4.11;6.8;60.0;12
454;4.09;6.36;59.71;13
455;4.25;6.81;59.98;12
456;4.21;6.85;60.26;11
457;4.19;6.49;59.69;11
458;4.12;6.76;60.29;16
459;4.08;6.13;59.89;11
460;4.1;6.98;60.69;11
461;4.11;6.65;60.2;11
462;4.22;6.62;60.32;11
463;4.29;6.21;60.31;11
464;4.17;6.06;60.01;12
465;4.38;6.86;60.74;12
466;4.04;6.83;60.67;14
467;4.17;6.34;60.3;12
468;3.94;6.22;60.33;12
469;4.15;6.48;60.24;11
470;4.18;6.55;60.51;11
471;4.25;6.69;60.41;14
472;4.1;6.96;60.1;11
473;4.24;6.53;60.05;13
474;4.13;6.03;60.02;11
475;4.24;6.28;59.83;11
476;4.28;6.97;60.34;12
477;4.21;6.39;60.22;12
478;4.09;6.01;59.7;12
479;4.27;6.55;60.16;11
480;4.22;6.53;60.62;12
481;4.16;6.55;60.18;13
482;4.06;6.4;59.4;10
